,DATE,CASES,BOROUGH
,01/16/2021,446,Manhattan
,01/17/2021,392,Manhattan
,01/18/2021,599,Manhattan
,01/19/2021,717,Manhattan
,01/20/2021,725,Manhattan
,01/21/2021,710,Manhattan
,01/22/2021,709,Manhattan
,01/23/2021,461,Manhattan
,01/24/2021,373,Manhattan
,01/25/2021,810,Manhattan
,01/26/2021,693,Manhattan
,01/27/2021,708,Manhattan
,01/28/2021,692,Manhattan
,01/29/2021,530,Manhattan
,01/30/2021,355,Manhattan
,01/31/2021,330,Manhattan
,02/01/2021,187,Manhattan
,02/02/2021,451,Manhattan
,02/03/2021,821,Manhattan
,02/04/2021,706,Manhattan
,02/05/2021,540,Manhattan
,02/06/2021,392,Manhattan
,02/07/2021,206,Manhattan
,02/08/2021,616,Manhattan
,02/09/2021,521,Manhattan
,02/10/2021,569,Manhattan
,02/11/2021,551,Manhattan
,02/12/2021,493,Manhattan
,02/13/2021,278,Manhattan
,02/14/2021,248,Manhattan
,02/15/2021,368,Manhattan
,02/16/2021,612,Manhattan
,02/17/2021,546,Manhattan
,02/18/2021,404,Manhattan
,02/19/2021,462,Manhattan
,02/20/2021,349,Manhattan
,02/21/2021,311,Manhattan
,02/22/2021,541,Manhattan
,02/23/2021,538,Manhattan
,02/24/2021,576,Manhattan
,02/25/2021,517,Manhattan
,02/26/2021,518,Manhattan
,02/27/2021,249,Manhattan
,02/28/2021,250,Manhattan
,03/01/2021,522,Manhattan
,03/02/2021,486,Manhattan
,03/03/2021,515,Manhattan
,03/04/2021,489,Manhattan
,03/05/2021,393,Manhattan
,03/06/2021,255,Manhattan
,03/07/2021,232,Manhattan
,03/08/2021,489,Manhattan
,03/09/2021,514,Manhattan
,03/10/2021,504,Manhattan
,03/11/2021,454,Manhattan
,03/12/2021,468,Manhattan
,03/13/2021,274,Manhattan
,03/14/2021,217,Manhattan
,03/15/2021,434,Manhattan
,03/16/2021,467,Manhattan
,03/17/2021,473,Manhattan
,03/18/2021,411,Manhattan
,03/19/2021,400,Manhattan
,03/20/2021,231,Manhattan
,03/21/2021,206,Manhattan
,03/22/2021,385,Manhattan
,02/29/2020,0,Queens
,03/01/2020,0,Queens
,03/02/2020,0,Queens
,03/03/2020,1,Queens
,03/04/2020,2,Queens
,03/05/2020,0,Queens
,03/06/2020,1,Queens
,03/07/2020,3,Queens
,03/08/2020,6,Queens
,03/09/2020,10,Queens
,03/10/2020,24,Queens
,03/11/2020,40,Queens
,03/12/2020,80,Queens
,03/13/2020,166,Queens
,03/14/2020,194,Queens
,03/15/2020,230,Queens
,03/16/2020,528,Queens
,03/17/2020,651,Queens
,03/18/2020,834,Queens
,03/19/2020,1065,Queens
,03/20/2020,1184,Queens
,03/21/2020,947,Queens
,03/22/2020,696,Queens
,03/23/2020,1190,Queens
,03/24/2020,1391,Queens
,03/25/2020,1572,Queens
,03/26/2020,1642,Queens
,03/27/2020,1577,Queens
,03/28/2020,1201,Queens
,03/29/2020,1076,Queens
,03/30/2020,1857,Queens
,03/31/2020,1809,Queens
,04/01/2020,1783,Queens
,04/02/2020,1824,Queens
,04/03/2020,1762,Queens
,04/04/2020,1201,Queens
,04/05/2020,1135,Queens
,04/06/2020,1926,Queens
,04/07/2020,1948,Queens
,04/08/2020,1855,Queens
,04/09/2020,1561,Queens
,04/10/2020,1334,Queens
,04/11/2020,989,Queens
,04/12/2020,917,Queens
,04/13/2020,975,Queens
,04/14/2020,1300,Queens
,04/15/2020,1180,Queens
,04/16/2020,1140,Queens
,04/17/2020,1098,Queens
,04/18/2020,705,Queens
,04/19/2020,868,Queens
,04/20/2020,1223,Queens
,04/21/2020,937,Queens
,04/22/2020,1109,Queens
,04/23/2020,793,Queens
,04/24/2020,775,Queens
,04/25/2020,540,Queens
,04/26/2020,331,Queens
,04/27/2020,721,Queens
,04/28/2020,896,Queens
,04/29/2020,692,Queens
,04/30/2020,593,Queens
,05/01/2020,620,Queens
,05/02/2020,333,Queens
,05/03/2020,249,Queens
,05/04/2020,437,Queens
,05/05/2020,462,Queens
,05/06/2020,444,Queens
,05/07/2020,358,Queens
,05/08/2020,345,Queens
,05/09/2020,256,Queens
,05/10/2020,85,Queens
,05/11/2020,376,Queens
,05/12/2020,314,Queens
,05/13/2020,307,Queens
,05/14/2020,331,Queens
,05/15/2020,266,Queens
,05/16/2020,136,Queens
,05/17/2020,106,Queens
,05/18/2020,274,Queens
,05/19/2020,286,Queens
,05/20/2020,254,Queens
,05/21/2020,311,Queens
,05/22/2020,239,Queens
,05/23/2020,137,Queens
,05/24/2020,121,Queens
,05/25/2020,115,Queens
,05/26/2020,267,Queens
,05/27/2020,165,Queens
,05/28/2020,178,Queens
,05/29/2020,212,Queens
,05/30/2020,109,Queens
,05/31/2020,79,Queens
,06/01/2020,157,Queens
,06/02/2020,163,Queens
,06/03/2020,148,Queens
,06/04/2020,148,Queens
,06/05/2020,103,Queens
,06/06/2020,98,Queens
,06/07/2020,74,Queens
,06/08/2020,147,Queens
,06/09/2020,130,Queens
,06/10/2020,108,Queens
,06/11/2020,117,Queens
,06/12/2020,131,Queens
,06/13/2020,73,Queens
,06/14/2020,68,Queens
,06/15/2020,122,Queens
,06/16/2020,120,Queens
,06/17/2020,92,Queens
,06/18/2020,123,Queens
,06/19/2020,123,Queens
,06/20/2020,54,Queens
,06/21/2020,58,Queens
,06/22/2020,119,Queens
,06/23/2020,121,Queens
,06/24/2020,103,Queens
,06/25/2020,79,Queens
,06/26/2020,77,Queens
,06/27/2020,60,Queens
,06/28/2020,57,Queens
,06/29/2020,132,Queens
,06/30/2020,114,Queens
,07/01/2020,93,Queens
,07/02/2020,118,Queens
,07/03/2020,65,Queens
,07/04/2020,32,Queens
,07/05/2020,38,Queens
,07/06/2020,118,Queens
,07/07/2020,106,Queens
,07/08/2020,88,Queens
,07/09/2020,94,Queens
,07/10/2020,90,Queens
,07/11/2020,86,Queens
,07/12/2020,70,Queens
,07/13/2020,138,Queens
,07/14/2020,122,Queens
,07/15/2020,91,Queens
,07/16/2020,109,Queens
,07/17/2020,105,Queens
,07/18/2020,49,Queens
,07/19/2020,46,Queens
,07/20/2020,109,Queens
,07/21/2020,100,Queens
,07/22/2020,76,Queens
,07/23/2020,63,Queens
,07/24/2020,75,Queens
,07/25/2020,46,Queens
,07/26/2020,33,Queens
,07/27/2020,78,Queens
,07/28/2020,73,Queens
,07/29/2020,67,Queens
,07/30/2020,61,Queens
,07/31/2020,58,Queens
,08/01/2020,54,Queens
,08/02/2020,33,Queens
,08/03/2020,84,Queens
,08/04/2020,46,Queens
,08/05/2020,80,Queens
,08/06/2020,66,Queens
,08/07/2020,57,Queens
,08/08/2020,43,Queens
,08/09/2020,36,Queens
,08/10/2020,76,Queens
,08/11/2020,51,Queens
,08/12/2020,86,Queens
,08/13/2020,67,Queens
,08/14/2020,69,Queens
,08/15/2020,42,Queens
,08/16/2020,39,Queens
,08/17/2020,95,Queens
,08/18/2020,87,Queens
,08/19/2020,69,Queens
,08/20/2020,54,Queens
,08/21/2020,60,Queens
,08/22/2020,34,Queens
,08/23/2020,40,Queens
,08/24/2020,84,Queens
,08/25/2020,69,Queens
,08/26/2020,66,Queens
,08/27/2020,61,Queens
,08/28/2020,52,Queens
,08/29/2020,32,Queens
,08/30/2020,42,Queens
,08/31/2020,77,Queens
,09/01/2020,73,Queens
,09/02/2020,69,Queens
,09/03/2020,90,Queens
,09/04/2020,59,Queens
,09/05/2020,34,Queens
,09/06/2020,62,Queens
,09/07/2020,52,Queens
,09/08/2020,98,Queens
,09/09/2020,82,Queens
,09/10/2020,70,Queens
,09/11/2020,77,Queens
,09/12/2020,61,Queens
,09/13/2020,66,Queens
,09/14/2020,97,Queens
,09/15/2020,72,Queens
,09/16/2020,82,Queens
,09/17/2020,93,Queens
,09/18/2020,66,Queens
,09/19/2020,53,Queens
,09/20/2020,28,Queens
,09/21/2020,115,Queens
,09/22/2020,99,Queens
,09/23/2020,104,Queens
,09/24/2020,93,Queens
,09/25/2020,124,Queens
,09/26/2020,61,Queens
,09/27/2020,106,Queens
,09/28/2020,109,Queens
,09/29/2020,175,Queens
,09/30/2020,134,Queens
,10/01/2020,135,Queens
,10/02/2020,140,Queens
,10/03/2020,97,Queens
,10/04/2020,84,Queens
,10/05/2020,195,Queens
,10/06/2020,145,Queens
,10/07/2020,132,Queens
,10/08/2020,111,Queens
,10/09/2020,143,Queens
,10/10/2020,98,Queens
,10/11/2020,85,Queens
,10/12/2020,116,Queens
,10/13/2020,127,Queens
,10/14/2020,159,Queens
,10/15/2020,142,Queens
,10/16/2020,132,Queens
,10/17/2020,110,Queens
,10/18/2020,123,Queens
,10/19/2020,178,Queens
,10/20/2020,154,Queens
,10/21/2020,187,Queens
,10/22/2020,181,Queens
,10/23/2020,162,Queens
,10/24/2020,103,Queens
,10/25/2020,86,Queens
,10/26/2020,153,Queens
,10/27/2020,180,Queens
,10/28/2020,203,Queens
,10/29/2020,155,Queens
,10/30/2020,168,Queens
,10/31/2020,117,Queens
,11/01/2020,102,Queens
,11/02/2020,220,Queens
,11/03/2020,181,Queens
,11/04/2020,278,Queens
,11/05/2020,307,Queens
,11/06/2020,297,Queens
,11/07/2020,250,Queens
,11/08/2020,226,Queens
,11/09/2020,417,Queens
,11/10/2020,406,Queens
,11/11/2020,447,Queens
,11/12/2020,406,Queens
,11/13/2020,430,Queens
,11/14/2020,324,Queens
,11/15/2020,245,Queens
,11/16/2020,504,Queens
,11/17/2020,422,Queens
,11/18/2020,443,Queens
,11/19/2020,455,Queens
,11/20/2020,459,Queens
,11/21/2020,326,Queens
,11/22/2020,287,Queens
,11/23/2020,604,Queens
,11/24/2020,535,Queens
,11/25/2020,631,Queens
,11/26/2020,199,Queens
,11/27/2020,649,Queens
,11/28/2020,501,Queens
,11/29/2020,484,Queens
,11/30/2020,716,Queens
,12/01/2020,841,Queens
,12/02/2020,831,Queens
,12/03/2020,768,Queens
,12/04/2020,757,Queens
,12/05/2020,597,Queens
,12/06/2020,516,Queens
,12/07/2020,966,Queens
,12/08/2020,901,Queens
,12/09/2020,853,Queens
,12/10/2020,896,Queens
,12/11/2020,882,Queens
,12/12/2020,699,Queens
,12/13/2020,676,Queens
,12/14/2020,1006,Queens
,12/15/2020,1086,Queens
,12/16/2020,811,Queens
,12/17/2020,488,Queens
,12/18/2020,927,Queens
,12/19/2020,797,Queens
,12/20/2020,703,Queens
,12/21/2020,1291,Queens
,12/22/2020,1207,Queens
,12/23/2020,1188,Queens
,12/24/2020,876,Queens
,12/25/2020,301,Queens
,12/26/2020,1070,Queens
,12/27/2020,871,Queens
,12/28/2020,1533,Queens
,12/29/2020,1605,Queens
,12/30/2020,1493,Queens
,12/31/2020,1010,Queens
,01/01/2021,427,Queens
,01/02/2021,1333,Queens
,01/03/2021,1090,Queens
,01/04/2021,1865,Queens
,01/05/2021,1820,Queens
,01/06/2021,1671,Queens
,01/07/2021,1560,Queens
,01/08/2021,1595,Queens
,01/09/2021,1185,Queens
,01/10/2021,1023,Queens
,01/11/2021,1695,Queens
,01/12/2021,1532,Queens
,01/13/2021,1515,Queens
,01/14/2021,1532,Queens
,01/15/2021,1473,Queens
,01/16/2021,1049,Queens
,01/17/2021,860,Queens
,01/18/2021,1431,Queens
,01/19/2021,1520,Queens
,01/20/2021,1431,Queens
,01/21/2021,1498,Queens
,01/22/2021,1290,Queens
,01/23/2021,993,Queens
,01/24/2021,910,Queens
,01/25/2021,1619,Queens
,01/26/2021,1370,Queens
,01/27/2021,1377,Queens
,01/28/2021,1337,Queens
,01/29/2021,1081,Queens
,01/30/2021,916,Queens
,01/31/2021,911,Queens
,02/01/2021,233,Queens
,02/02/2021,768,Queens
,02/03/2021,1401,Queens
,02/04/2021,1407,Queens
,02/05/2021,1178,Queens
,02/06/2021,893,Queens
,02/07/2021,452,Queens
,02/08/2021,1237,Queens
,02/09/2021,996,Queens
,02/10/2021,1008,Queens
,02/11/2021,973,Queens
,02/12/2021,928,Queens
,02/13/2021,703,Queens
,02/14/2021,578,Queens
,02/15/2021,866,Queens
,02/16/2021,1018,Queens
,02/17/2021,914,Queens
,02/18/2021,551,Queens
,02/19/2021,855,Queens
,02/20/2021,783,Queens
,02/21/2021,666,Queens
,02/22/2021,975,Queens
,02/23/2021,930,Queens
,02/24/2021,940,Queens
,02/25/2021,954,Queens
,02/26/2021,880,Queens
,02/27/2021,619,Queens
,02/28/2021,569,Queens
,03/01/2021,1015,Queens
,03/02/2021,850,Queens
,03/03/2021,851,Queens
,03/04/2021,841,Queens
,03/05/2021,799,Queens
,03/06/2021,670,Queens
,03/07/2021,591,Queens
,03/08/2021,891,Queens
,03/09/2021,870,Queens
,03/10/2021,875,Queens
,03/11/2021,890,Queens
,03/12/2021,945,Queens
,03/13/2021,725,Queens
,03/14/2021,635,Queens
,03/15/2021,1031,Queens
,03/16/2021,889,Queens
,03/17/2021,890,Queens
,03/18/2021,834,Queens
,03/19/2021,797,Queens
,03/20/2021,669,Queens
,03/21/2021,587,Queens
,03/22/2021,755,Queens
,02/29/2020,0,Staten Island
,03/01/2020,0,Staten Island
,03/02/2020,0,Staten Island
,03/03/2020,0,Staten Island
,03/04/2020,0,Staten Island
,03/05/2020,0,Staten Island
,03/06/2020,1,Staten Island
,03/07/2020,1,Staten Island
,03/08/2020,1,Staten Island
,03/09/2020,3,Staten Island
,03/10/2020,2,Staten Island
,03/11/2020,3,Staten Island
,03/12/2020,13,Staten Island
,03/13/2020,26,Staten Island
,03/14/2020,23,Staten Island
,03/15/2020,47,Staten Island
,03/16/2020,91,Staten Island
,03/17/2020,108,Staten Island
,03/18/2020,150,Staten Island
,03/19/2020,258,Staten Island
,03/20/2020,310,Staten Island
,03/21/2020,248,Staten Island
,03/22/2020,317,Staten Island
,03/23/2020,209,Staten Island
,03/24/2020,350,Staten Island
,03/25/2020,394,Staten Island
,03/26/2020,404,Staten Island
,03/27/2020,371,Staten Island
,03/28/2020,266,Staten Island
,03/29/2020,230,Staten Island
,03/30/2020,398,Staten Island
,03/31/2020,237,Staten Island
,04/01/2020,263,Staten Island
,04/02/2020,369,Staten Island
,04/03/2020,345,Staten Island
,04/04/2020,345,Staten Island
,04/05/2020,323,Staten Island
,04/06/2020,730,Staten Island
,04/07/2020,630,Staten Island
,04/08/2020,562,Staten Island
,04/09/2020,298,Staten Island
,04/10/2020,300,Staten Island
,04/11/2020,312,Staten Island
,04/12/2020,253,Staten Island
,04/13/2020,185,Staten Island
,04/14/2020,290,Staten Island
,04/15/2020,317,Staten Island
,04/16/2020,210,Staten Island
,04/17/2020,280,Staten Island
,04/18/2020,153,Staten Island
,04/19/2020,134,Staten Island
,04/20/2020,224,Staten Island
,04/21/2020,216,Staten Island
,04/22/2020,173,Staten Island
,04/23/2020,128,Staten Island
,04/24/2020,143,Staten Island
,04/25/2020,88,Staten Island
,04/26/2020,46,Staten Island
,04/27/2020,106,Staten Island
,04/28/2020,130,Staten Island
,04/29/2020,124,Staten Island
,04/30/2020,130,Staten Island
,05/01/2020,78,Staten Island
,05/02/2020,61,Staten Island
,05/03/2020,35,Staten Island
,05/04/2020,89,Staten Island
,05/05/2020,79,Staten Island
,05/06/2020,60,Staten Island
,05/07/2020,60,Staten Island
,05/08/2020,42,Staten Island
,05/09/2020,32,Staten Island
,05/10/2020,14,Staten Island
,05/11/2020,27,Staten Island
,05/12/2020,53,Staten Island
,05/13/2020,47,Staten Island
,05/14/2020,42,Staten Island
,05/15/2020,33,Staten Island
,05/16/2020,25,Staten Island
,05/17/2020,10,Staten Island
,05/18/2020,38,Staten Island
,05/19/2020,42,Staten Island
,05/20/2020,56,Staten Island
,05/21/2020,78,Staten Island
,05/22/2020,32,Staten Island
,05/23/2020,37,Staten Island
,05/24/2020,15,Staten Island
,05/25/2020,17,Staten Island
,05/26/2020,57,Staten Island
,05/27/2020,43,Staten Island
,05/28/2020,30,Staten Island
,05/29/2020,27,Staten Island
,05/30/2020,16,Staten Island
,05/31/2020,12,Staten Island
,06/01/2020,42,Staten Island
,06/02/2020,34,Staten Island
,06/03/2020,45,Staten Island
,06/04/2020,30,Staten Island
,06/05/2020,8,Staten Island
,06/06/2020,7,Staten Island
,06/07/2020,4,Staten Island
,06/08/2020,19,Staten Island
,06/09/2020,19,Staten Island
,06/10/2020,14,Staten Island
,06/11/2020,16,Staten Island
,06/12/2020,18,Staten Island
,06/13/2020,2,Staten Island
,06/14/2020,4,Staten Island
,06/15/2020,18,Staten Island
,06/16/2020,20,Staten Island
,06/17/2020,17,Staten Island
,06/18/2020,25,Staten Island
,06/19/2020,9,Staten Island
,06/20/2020,6,Staten Island
,06/21/2020,9,Staten Island
,06/22/2020,18,Staten Island
,06/23/2020,16,Staten Island
,06/24/2020,14,Staten Island
,06/25/2020,28,Staten Island
,06/26/2020,16,Staten Island
,06/27/2020,13,Staten Island
,06/28/2020,11,Staten Island
,06/29/2020,23,Staten Island
,06/30/2020,29,Staten Island
,07/01/2020,39,Staten Island
,07/02/2020,17,Staten Island
,07/03/2020,8,Staten Island
,07/04/2020,12,Staten Island
,07/05/2020,12,Staten Island
,07/06/2020,28,Staten Island
,07/07/2020,32,Staten Island
,07/08/2020,25,Staten Island
,07/09/2020,18,Staten Island
,07/10/2020,13,Staten Island
,07/11/2020,13,Staten Island
,07/12/2020,13,Staten Island
,07/13/2020,35,Staten Island
,07/14/2020,19,Staten Island
,07/15/2020,22,Staten Island
,07/16/2020,35,Staten Island
,07/17/2020,23,Staten Island
,07/18/2020,19,Staten Island
,07/19/2020,17,Staten Island
,07/20/2020,32,Staten Island
,07/21/2020,21,Staten Island
,07/22/2020,20,Staten Island
,07/23/2020,27,Staten Island
,07/24/2020,28,Staten Island
,07/25/2020,13,Staten Island
,07/26/2020,19,Staten Island
,07/27/2020,26,Staten Island
,07/28/2020,18,Staten Island
,07/29/2020,13,Staten Island
,07/30/2020,12,Staten Island
,07/31/2020,18,Staten Island
,08/01/2020,7,Staten Island
,08/02/2020,8,Staten Island
,08/03/2020,19,Staten Island
,08/04/2020,7,Staten Island
,08/05/2020,15,Staten Island
,08/06/2020,18,Staten Island
,08/07/2020,6,Staten Island
,08/08/2020,7,Staten Island
,08/09/2020,12,Staten Island
,08/10/2020,22,Staten Island
,08/11/2020,18,Staten Island
,08/12/2020,18,Staten Island
,08/13/2020,12,Staten Island
,08/14/2020,16,Staten Island
,08/15/2020,9,Staten Island
,08/16/2020,7,Staten Island
,08/17/2020,14,Staten Island
,08/18/2020,14,Staten Island
,08/19/2020,18,Staten Island
,08/20/2020,20,Staten Island
,08/21/2020,14,Staten Island
,08/22/2020,7,Staten Island
,08/23/2020,7,Staten Island
,08/24/2020,15,Staten Island
,08/25/2020,12,Staten Island
,08/26/2020,16,Staten Island
,08/27/2020,13,Staten Island
,08/28/2020,23,Staten Island
,08/29/2020,7,Staten Island
,08/30/2020,25,Staten Island
,08/31/2020,22,Staten Island
,09/01/2020,24,Staten Island
,09/02/2020,17,Staten Island
,09/03/2020,17,Staten Island
,09/04/2020,26,Staten Island
,09/05/2020,24,Staten Island
,09/06/2020,13,Staten Island
,09/07/2020,19,Staten Island
,09/08/2020,30,Staten Island
,09/09/2020,25,Staten Island
,09/10/2020,27,Staten Island
,09/11/2020,16,Staten Island
,09/12/2020,19,Staten Island
,09/13/2020,13,Staten Island
,09/14/2020,26,Staten Island
,09/15/2020,18,Staten Island
,09/16/2020,17,Staten Island
,09/17/2020,25,Staten Island
,09/18/2020,24,Staten Island
,09/19/2020,13,Staten Island
,09/20/2020,22,Staten Island
,09/21/2020,24,Staten Island
,09/22/2020,25,Staten Island
,09/23/2020,37,Staten Island
,09/24/2020,26,Staten Island
,09/25/2020,28,Staten Island
,09/26/2020,33,Staten Island
,09/27/2020,28,Staten Island
,09/28/2020,47,Staten Island
,09/29/2020,33,Staten Island
,09/30/2020,40,Staten Island
,10/01/2020,25,Staten Island
,10/02/2020,36,Staten Island
,10/03/2020,17,Staten Island
,10/04/2020,26,Staten Island
,10/05/2020,37,Staten Island
,10/06/2020,29,Staten Island
,10/07/2020,37,Staten Island
,10/08/2020,33,Staten Island
,10/09/2020,31,Staten Island
,10/10/2020,36,Staten Island
,10/11/2020,14,Staten Island
,10/12/2020,37,Staten Island
,10/13/2020,45,Staten Island
,10/14/2020,33,Staten Island
,10/15/2020,40,Staten Island
,10/16/2020,38,Staten Island
,10/17/2020,39,Staten Island
,10/18/2020,33,Staten Island
,10/19/2020,35,Staten Island
,10/20/2020,38,Staten Island
,10/21/2020,49,Staten Island
,10/22/2020,76,Staten Island
,10/23/2020,48,Staten Island
,10/24/2020,32,Staten Island
,10/25/2020,32,Staten Island
,10/26/2020,69,Staten Island
,10/27/2020,76,Staten Island
,10/28/2020,90,Staten Island
,10/29/2020,56,Staten Island
,10/30/2020,76,Staten Island
,10/31/2020,52,Staten Island
,11/01/2020,44,Staten Island
,11/02/2020,93,Staten Island
,11/03/2020,92,Staten Island
,11/04/2020,137,Staten Island
,11/05/2020,112,Staten Island
,11/06/2020,130,Staten Island
,11/07/2020,90,Staten Island
,11/08/2020,99,Staten Island
,11/09/2020,203,Staten Island
,11/10/2020,146,Staten Island
,11/11/2020,169,Staten Island
,11/12/2020,164,Staten Island
,11/13/2020,173,Staten Island
,11/14/2020,111,Staten Island
,11/15/2020,152,Staten Island
,11/16/2020,185,Staten Island
,11/17/2020,190,Staten Island
,11/18/2020,198,Staten Island
,11/19/2020,200,Staten Island
,11/20/2020,224,Staten Island
,11/21/2020,161,Staten Island
,11/22/2020,178,Staten Island
,11/23/2020,289,Staten Island
,11/24/2020,238,Staten Island
,11/25/2020,296,Staten Island
,11/26/2020,91,Staten Island
,11/27/2020,274,Staten Island
,11/28/2020,215,Staten Island
,11/29/2020,278,Staten Island
,11/30/2020,376,Staten Island
,12/01/2020,361,Staten Island
,12/02/2020,382,Staten Island
,12/03/2020,335,Staten Island
,12/04/2020,328,Staten Island
,12/05/2020,247,Staten Island
,12/06/2020,216,Staten Island
,12/07/2020,370,Staten Island
,12/08/2020,291,Staten Island
,12/09/2020,319,Staten Island
,12/10/2020,276,Staten Island
,12/11/2020,266,Staten Island
,12/12/2020,218,Staten Island
,12/13/2020,248,Staten Island
,12/14/2020,350,Staten Island
,12/15/2020,337,Staten Island
,12/16/2020,236,Staten Island
,12/17/2020,185,Staten Island
,12/18/2020,336,Staten Island
,12/19/2020,260,Staten Island
,12/20/2020,293,Staten Island
,12/21/2020,429,Staten Island
,12/22/2020,364,Staten Island
,12/23/2020,398,Staten Island
,12/24/2020,240,Staten Island
,12/25/2020,97,Staten Island
,12/26/2020,393,Staten Island
,12/27/2020,311,Staten Island
,12/28/2020,562,Staten Island
,12/29/2020,584,Staten Island
,12/30/2020,463,Staten Island
,12/31/2020,386,Staten Island
,01/01/2021,122,Staten Island
,01/02/2021,508,Staten Island
,01/03/2021,396,Staten Island
,01/04/2021,655,Staten Island
,01/05/2021,516,Staten Island
,01/06/2021,524,Staten Island
,01/07/2021,453,Staten Island
,01/08/2021,480,Staten Island
,01/09/2021,372,Staten Island
,01/10/2021,343,Staten Island
,01/11/2021,467,Staten Island
,01/12/2021,415,Staten Island
,01/13/2021,379,Staten Island
,01/14/2021,418,Staten Island
,01/15/2021,355,Staten Island
,01/16/2021,297,Staten Island
,01/17/2021,254,Staten Island
,01/18/2021,378,Staten Island
,01/19/2021,334,Staten Island
,01/20/2021,355,Staten Island
,01/21/2021,351,Staten Island
,01/22/2021,328,Staten Island
,01/23/2021,246,Staten Island
,01/24/2021,179,Staten Island
,01/25/2021,357,Staten Island
,01/26/2021,279,Staten Island
,01/27/2021,279,Staten Island
,01/28/2021,267,Staten Island
,01/29/2021,233,Staten Island
,01/30/2021,162,Staten Island
,01/31/2021,218,Staten Island
,02/01/2021,44,Staten Island
,02/02/2021,142,Staten Island
,02/03/2021,320,Staten Island
,02/04/2021,284,Staten Island
,02/05/2021,241,Staten Island
,02/06/2021,179,Staten Island
,02/07/2021,100,Staten Island
,02/08/2021,266,Staten Island
,02/09/2021,244,Staten Island
,02/10/2021,272,Staten Island
,02/11/2021,227,Staten Island
,02/12/2021,232,Staten Island
,02/13/2021,136,Staten Island
,02/14/2021,113,Staten Island
,02/15/2021,231,Staten Island
,02/16/2021,189,Staten Island
,02/17/2021,193,Staten Island
,02/18/2021,110,Staten Island
,02/19/2021,226,Staten Island
,02/20/2021,170,Staten Island
,02/21/2021,149,Staten Island
,02/22/2021,229,Staten Island
,02/23/2021,197,Staten Island
,02/24/2021,214,Staten Island
,02/25/2021,262,Staten Island
,02/26/2021,214,Staten Island
,02/27/2021,140,Staten Island
,02/28/2021,149,Staten Island
,03/01/2021,261,Staten Island
,03/02/2021,253,Staten Island
,03/03/2021,264,Staten Island
,03/04/2021,250,Staten Island
,03/05/2021,236,Staten Island
,03/06/2021,171,Staten Island
,03/07/2021,147,Staten Island
,03/08/2021,256,Staten Island
,03/09/2021,231,Staten Island
,03/10/2021,259,Staten Island
,03/11/2021,207,Staten Island
,03/12/2021,244,Staten Island
,03/13/2021,174,Staten Island
,03/14/2021,147,Staten Island
,03/15/2021,221,Staten Island
,03/16/2021,208,Staten Island
,03/17/2021,256,Staten Island
,03/18/2021,223,Staten Island
,03/19/2021,255,Staten Island
,03/20/2021,145,Staten Island
,03/21/2021,156,Staten Island
,03/22/2021,243,Staten Island
